,co_code,company_name,co_industry_type,co_industry_gp_code,co_industry_name,nic_prod_code,nic_name
1978,76373,MEYER APPAREL LTD.,1.0,101011520000000.0,Readymade garments,14301.0,"Manufacture of knitted or crocheted wearing apparel and other made-up articles directly into shape (pullovers, cardigans, jerseys, waistcoats and similar articles)"
1979,76413,G K B OPHTHALMICS LTD.,1.0,101012590000000.0,Other consumer goods,32507.0,"Manufacture of ophthalmic goods, eyeglasses, sunglasses, lenses ground to prescription, contact lenses, safety goggles etc."
1980,76429,G K CONSULTANTS LTD.,2.0,102040000000000.0,Other fund based financial services,64990.0,"Other financial service activities, except insurance and pension funding activities, n.e.c."
1981,76484,G K N DRIVELINE (INDIA) LTD.,1.0,101014502059000.0,Other automobile ancillaries,29301.0,"Manufacture of diverse parts and accessories for motor vehicles such as brakes, gearboxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalysers, clutches, steering wheels, steering columns and steering boxes etc."
1982,76520,G K STEEL & ALLIED INDS. LTD.,1.0,101013501100000.0,Steel,24105.0,Manufacture of hot-rolled and cold-rolled products of steel
1983,76533,G K W LTD.,2.0,102040000000000.0,Other fund based financial services,64300.0,"Trusts, funds and other financial vehicles"
1984,76586,GRAVISS HOSPITALITY LTD.,1.0,101040101000000.0,Hotels & restaurants,55101.0,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats"
1985,76618,G M B CERAMICS LTD.,1.0,101013035000000.0,Wood & wood products,16299.0,Manufacture of other wood products n.e.c.
1986,76626,G M BREWERIES LTD.,1.0,101011101300000.0,Beer & alcohol,11012.0,Manufacture of country liquor
1987,76683,G M M PFAUDLER LTD.,1.0,101014001050000.0,Industrial machinery,28299.0,Manufacture of other special-purpose machinery n.e.c.
1988,76690,G M MITTAL STAINLESS STEELS LTD.,1.0,101013501150000.0,Castings & forgings,24319.0,Manufacture of other iron and steel casting and products thereof
1989,76718,G M R INFRASTRUCTURE LTD.,1.0,101060203000000.0,Infrastructural construction,42909.0,Other civil engineering projects n.e.c.
1990,76722,PARRYS SUGAR INDS. LTD. [MERGED],1.0,101011101150000.0,Sugar,10721.0,Manufacture or refining of sugar (sucrose) from sugarcane
1991,76732,G M S COMPUTERS (INDIA) LTD.,1.0,101040801000000.0,Computer software,62013.0,Providing software support and maintenance to the clients
1992,76780,G N A AXLES LTD.,1.0,101014502059000.0,Other automobile ancillaries,29301.0,"Manufacture of diverse parts and accessories for motor vehicles such as brakes, gearboxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalysers, clutches, steering wheels, steering columns and steering boxes etc."
1993,76871,G O M INDUSTRIES LTD.,1.0,101012040000000.0,Polymers,20131.0,"Manufacture of plastic in primary forms (includes amino-resins, polyurethanes etc.)"
1994,76897,DELTA MAGNETS LTD.,1.0,101014005150000.0,Miscellaneous electrical machinery,27900.0,Manufacture of other electrical equipment
1995,76910,G P INDUSTRIES & INFRASTRUCTURES LTD.,1.0,101041510000000.0,Business services & consultancy,77.0,Rental and leasing activities
1996,77003,G R CABLES LTD.,1.0,101011150000000.0,Other agricultural products,1199.0,"Growing of other non-perennial crops including beet seed and padding materials, n.e.c."
1997,77055,G R M OVERSEAS LTD.,1.0,101011150000000.0,Other agricultural products,1124.0,Inorganic farming of non-basmati rice
1998,77057,G R MAGNETS LTD.,1.0,101014010010000.0,"Computers, peripherals & storage devices",26201.0,"Manufacture of desktop computers, laptop computers, hand-held computers (e.g. PDA), mainframe computers and computer servers"
1999,77098,SHIV OM INVST. & CONSULTANCY LTD.,2.0,102040000000000.0,Other fund based financial services,64990.0,"Other financial service activities, except insurance and pension funding activities, n.e.c."
2000,77130,G S A L (INDIA) LTD. [MERGED],1.0,101013501050000.0,Sponge iron,24102.0,Manufacture of direct reduction of iron (sponge iron) and other spongy ferrous products
2001,77142,G S AUTO INTERNATIONAL LTD.,1.0,101013501500000.0,Other ferrous metal products,25991.0,"Manufacture of metal fasteners (nails, rivets, tacks, pins, staples, washers and similar non-threaded products and nuts, bolts, screws and other threaded products)"
2002,77148,G S B FINANCE LTD.,2.0,102040000000000.0,Other fund based financial services,64990.0,"Other financial service activities, except insurance and pension funding activities, n.e.c."
2003,77228,G S L (INDIA) LTD.,1.0,101011510000000.0,Man-made filaments & fibres,20203.0,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn"
2004,77242,G S L SECURITIES LTD.,2.0,102040000000000.0,Other fund based financial services,64300.0,"Trusts, funds and other financial vehicles"
2005,77279,G S P L (INDIA) LTD.,1.0,101011505000000.0,Cloth,13124.0,"Weaving, manufacturing of man-made fiber and man-made mixture fabrics."
2006,77393,GOLDEN TOBACCO LTD.,1.0,101011105000000.0,Tobacco products,12003.0,"Manufacture of cigarettes, cigarette tobacco"
2007,77395,G T C L MOBILE-COM TECHNOLOGY LTD.,1.0,101014005010000.0,Wires & cables,27320.0,"Manufacture of other electronic and electric wires and cables (insulated wire and cable made of steel, copper, aluminium)"
2008,77413,G T L LTD.,1.0,101040601000000.0,Telecommunication services,61202.0,"Activities of maintaining and operating pageing, cellular and other telecommunication networks"
2009,77423,G T N INDUSTRIES LTD.,1.0,101011501000000.0,Cotton & blended yarn,13111.0,Preparation and spinning of cotton fiber including blended* cotton
2010,77460,G V FILMS LTD.,1.0,101041520100000.0,Exhibition of films,59141.0,"Motion picture or video tape projection in cinemas, in the open air or in other projection facilities"
2011,77474,G V K HOTELS LTD.,1.0,,,55101.0,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats"
2012,77554,G-TECH INFO TRAINING LTD.,1.0,101041590000000.0,Other miscellaneous services,95299.0,Repair of other personal and household goods n.e.c.
2013,77591,GABRIEL INDIA LTD.,1.0,101014502059000.0,Other automobile ancillaries,29301.0,"Manufacture of diverse parts and accessories for motor vehicles such as brakes, gearboxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalysers, clutches, steering wheels, steering columns and steering boxes etc."
2014,77652,GAEKWAR MILLS LTD.,2.0,102040000000000.0,Other fund based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
2015,77670,GAGAN GASES LTD.,1.0,101043500000000.0,Diversified non-financial services,46909.0,Other non-specialised wholesale trade n.e.c.
2016,77691,GAGAN POLYCOT INDIA LTD.,1.0,101012045400000.0,"Plastic furniture, floorings & miscellaneous items",222.0,Manufacture of plastics products
2017,77819,GAJANAN SECURITIES SERVICES LTD.,2.0,102040000000000.0,Other fund based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
2018,77895,GAJRA BEVEL GEARS LTD.,2.0,102040000000000.0,Other fund based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
2019,77965,GALADA FINANCE LTD.,2.0,102040000000000.0,Other fund based financial services,64990.0,"Other financial service activities, except insurance and pension funding activities, n.e.c."
2020,77967,GALADA POWER & TELECOMMUNICATION LTD.,1.0,101014005010000.0,Wires & cables,27320.0,"Manufacture of other electronic and electric wires and cables (insulated wire and cable made of steel, copper, aluminium)"
2021,77983,GALAXY AGRICO EXPORTS LTD.,1.0,101014001010000.0,General purpose machinery,28140.0,"Manufacture of bearings, gears, gearing and driving elements"
2022,77989,GALAXY BEARINGS LTD.,1.0,101014001010000.0,General purpose machinery,28140.0,"Manufacture of bearings, gears, gearing and driving elements"
2023,78002,GALAXY CONSOLIDATED FINANCE LTD.,1.0,101040401000000.0,Wholesale trading,46101.0,"Activities of commission agents, brokers dealing in wholesale trade of agricultural raw material, live animals, food, beverages, intoxicants and textiles"
2024,78015,GALAXY CLOUD KITCHENS LTD.,1.0,101041520900000.0,Other recreational & allied services,93290.0,Other amusement and recreation activities n.e.c.
2025,78035,SHRI LAKSHMI COTSYN LTD.,1.0,101011505000000.0,Cloth,13121.0,"Weaving, Manufacture of cotton and cotton mixture fabrics."
2026,78036,ASIAN FILMS PRODUCTION & DISTRIBUTION LTD.,1.0,101041520010000.0,Production & distribution of films,59131.0,Motion picture distribution
2027,78057,BABA ARTS LTD.,2.0,102040000000000.0,Other fund based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
2028,78091,GALAXY SURFACTANTS LTD.,1.0,101012501000000.0,"Cosmetics, toiletries, soaps & detergents",20233.0,Manufacture of detergent and similar washing agents excluding soap
2029,78234,GAMMA INFOWAY EXALT LTD.,1.0,101040401000000.0,Wholesale trading,46593.0,"Wholesale of electrical machinery, equipment and supplies, n.e.c."
2030,78250,GAMMON INDIA LTD.,1.0,101060203000000.0,Infrastructural construction,42909.0,Other civil engineering projects n.e.c.
2031,78253,GAMMON INFRASTRUCTURE PROJECTS LTD.,1.0,101060203000000.0,Infrastructural construction,42909.0,Other civil engineering projects n.e.c.
2032,78330,GANAPATI EXPORTS LTD.,1.0,101041590000000.0,Other miscellaneous services,46109.0,Activities of other commission agents n.e.c. (including commission agents working in emerging areas for wholesale trade
2033,78364,APLAYA CREATIONS LTD.,1.0,101040405000000.0,Retail trading,47711.0,"Retail sale of readymade garments, hosiery goods, other articles of clothing and clothing accessories such as gloves, ties, braces etc."
2034,78440,GANDHI NAGAR ELECTRONICS LTD.,1.0,101015090000000.0,Miscellaneous manufactured articles,32.0,Other manufacturing
2035,78455,GANDHI SPECIAL TUBES LTD.,1.0,101013501200000.0,Steel pipes & tubes,24311.0,"Manufacture of tubes, pipes and hollow profiles and of tube or pipe fittings of cast-iron/cast-steel"
2036,78466,GANDHIDHAM SPINNING & MFG. CO. LTD.,2.0,102040000000000.0,Other fund based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
2037,78469,BUTTERFLY GANDHIMATHI APPLIANCES LTD.,1.0,101012525900000.0,Other domestic appliances,27504.0,"Manufacture of domestic non-electric cooking and heating equipment such as non-electric space heaters, cooking ranges, grates, stoves, water heaters, cooking appliances, plate warmers"
2038,78472,GANDHINAGAR ENTERPRISE LTD.,1.0,101040101000000.0,Hotels & restaurants,55101.0,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats"
2039,78473,GANDHINAGAR LEASING & FINANCE LTD.,2.0,102040000000000.0,Other fund based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
2040,78509,FUTURISTIC OFFSHORE SERVICES & CHEMICAL LTD.,1.0,101012035000000.0,Organic chemicals,20119.0,Manufacture of organic and inorganic chemical compounds n.e.c.
2041,78518,GANESH BENZOPLAST LTD.,1.0,110000000000000.0,Diversified,34.0,Diversified
2042,78543,GANESH FOUNDRY & CASTINGS LTD.,1.0,101013501100000.0,Steel,24105.0,Manufacture of hot-rolled and cold-rolled products of steel
2043,78551,GANESH HOLDINGS LTD.,2.0,102040000000000.0,Other fund based financial services,64300.0,"Trusts, funds and other financial vehicles"
2044,78554,GANESH HOUSING CORPN. LTD.,2.0,102040000000000.0,Other fund based financial services,64300.0,"Trusts, funds and other financial vehicles"
2045,78565,GANESH LEA-FINVEST LTD. [MERGED],2.0,102200000000000.0,Diversified financial services,64910.0,Financial leasing
2046,78586,GANESHA ECOSPHERE LTD.,1.0,101011510000000.0,Man-made filaments & fibres,20302.0,Manufacture of synthetic or artificial filament staple fibre not textured
2047,78705,GANGA FORGING LTD.,1.0,101013501150000.0,Castings & forgings,25910.0,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy"
2048,78744,GANGA PHARMACEUTICALS LTD.,1.0,101012030000000.0,Drugs & pharmaceuticals,21003.0,Manufacture of 'ayurvedic' or 'unani' pharmaceutical preparation
2049,78798,GANGADHARAM APPLIANCES LTD. [MERGED],1.0,101012525900000.0,Other domestic appliances,27504.0,"Manufacture of domestic non-electric cooking and heating equipment such as non-electric space heaters, cooking ranges, grates, stoves, water heaters, cooking appliances, plate warmers"
2050,78885,GANGOTRI CEMENT LTD.,1.0,101040401000000.0,Wholesale trading,46102.0,"Activities of commission agents dealing in wholesale trade inwood, paper, skin, leather and fur, fuel, petroleum products, chemicals, perfumery and cosmetics, glass, minerals, ores and metals"
2051,78900,GANGOTRI IRON & STEEL CO. LTD.,1.0,101013501100000.0,Steel,24105.0,Manufacture of hot-rolled and cold-rolled products of steel
2052,78917,GANGOTRI TEXTILES LTD.,1.0,101011150000000.0,Other agricultural products,1161.0,Growing of cotton
2053,78950,GANIPITAK YAKSHRAJ CAPLEASE LTD.,2.0,102040000000000.0,Other fund based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
2054,78974,GANON PRODUCTS LTD.,1.0,101040401000000.0,Wholesale trading,46691.0,"Wholesale of industrial chemicals,"
2055,79018,INDIA INFRASPACE LTD.,1.0,101040401000000.0,Wholesale trading,46620.0,Wholesale of metals and metal ores
2056,79141,GARDEN REACH SHIPBUILDERS & ENGINEERS LTD.,1.0,101014590000000.0,Other transport equipment & ancillaries,301.0,Building of ships and boats
2057,79147,GARDEN SILK MILLS LTD.,1.0,101011510000000.0,Man-made filaments & fibres,20203.0,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn"
2058,79219,GARG FORGINGS & CASTINGS LTD.,1.0,101013501150000.0,Castings & forgings,24319.0,Manufacture of other iron and steel casting and products thereof
2059,79220,GARG FURNACE LTD.,1.0,101013501100000.0,Steel,24105.0,Manufacture of hot-rolled and cold-rolled products of steel
2060,79353,GARLON POLYFAB INDS. LTD.,1.0,101040401000000.0,Wholesale trading,46411.0,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
2061,79369,GARNET CONSTRUCTION LTD.,1.0,101060101000000.0,Housing construction,41001.0,Construction of buildings carried out on own-account basis or on a fee or contract basis
2062,79379,K S S LTD.,1.0,101041510000000.0,Business services & consultancy,77.0,Rental and leasing activities
2063,79389,GARODIA CHEMICALS LTD.,1.0,101040401000000.0,Wholesale trading,46691.0,"Wholesale of industrial chemicals,"
2064,79466,GARVEE GRANITE LTD.,1.0,101013025000000.0,Granite,8102.0,Quarrying of granite
2065,79479,GARWARE MARINE INDS. LTD.,1.0,101041590000000.0,Other miscellaneous services,95299.0,Repair of other personal and household goods n.e.c.
2066,79481,GARWARE NYLONS LTD.,1.0,101011510000000.0,Man-made filaments & fibres,20203.0,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn"
2067,79484,GARWARE POLYESTER LTD.,1.0,101012045050000.0,Plastic films & flexible packaging,22201.0,"Manufacture of semi-finished of plastic products (plastic plates, sheets, blocks, film, foil, strip etc.)"
2068,79489,GLOBAL OFFSHORE SERVICES LTD.,1.0,101040504010000.0,Shipping transport services,50.0,Water transport
2069,79490,GARWARE SYNTHETICS LTD.,1.0,101011590000000.0,Other textiles,1394.0,"Manufacture of cordage, rope, twine and netting"
2070,79494,GARWARE TECHNICAL FIBRES LTD.,1.0,101011590000000.0,Other textiles,13999.0,Manufacture of other textiles/textile products n.e.c.
2071,79498,G A I L (INDIA) LTD.,1.0,101040407000000.0,Natural gas trading & distribution,52109.0,"Storage and warehousing n.e.c.[Includes general merchandise warehouses and warehousing of furniture, automobiles, gas and oil, chemicals, textiles etc. Also included is storage of goods in foreign trade zones]"
2072,79546,GATEWAY CHEMISTS PVT. LTD.,1.0,101040401000000.0,Wholesale trading,46497.0,Wholesale of pharmaceutical and medical goods
2073,79550,GATEWAY DISTRIPARKS LTD.,1.0,101040509000000.0,Transport logistics services,522.0,Support activities for transportation
2074,79559,GATEWAY HOLDING & TRADES LTD.,2.0,102040000000000.0,Other fund based financial services,64300.0,"Trusts, funds and other financial vehicles"
2075,79600,GATI LTD.,1.0,101040405000000.0,Retail trading,47.0,"Retail trade, except of motor vehicles and motorcycles"
2076,79723,GAURAV MERCANTILES LTD.,1.0,101040401000000.0,Wholesale trading,46909.0,Other non-specialised wholesale trade n.e.c.
2077,80013,GAYATRI PROJECTS LTD.,1.0,101060203000000.0,Infrastructural construction,42101.0,"Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways, highways, bridges, tunnels and subways"
2078,80021,GAYATRI BIOORGANICS LTD.,1.0,101011101701500.0,Starches,10621.0,"Manufacture of starches from rice, potatoes, maize etc."
2079,80028,GAYATRI TISSUE & PAPERS LTD.,1.0,101060209000000.0,Other construction & allied activities,42909.0,Other civil engineering projects n.e.c.
2080,80050,GAYLORD INDUSTRIES LTD.,1.0,101040401000000.0,Wholesale trading,46102.0,"Activities of commission agents dealing in wholesale trade inwood, paper, skin, leather and fur, fuel, petroleum products, chemicals, perfumery and cosmetics, glass, minerals, ores and metals"
2081,80085,GAZI FINANCIAL SERVICES & INVESTMENTS LTD.,1.0,102059000000000.0,Other fee based financial services,66190.0,Activities auxiliary to financial service activities n.e.c.
2082,80089,G C C L INFRASTRUCTURE & PROJECTS LTD.,1.0,101060209000000.0,Other construction & allied activities,42909.0,Other civil engineering projects n.e.c.
2083,80152,ATLAS JEWELLERY INDIA LTD.,1.0,101040405000000.0,Retail trading,47733.0,Retail sale of jewellery and immitation jewellery
2084,80166,GEE GEE GRANITES LTD.,1.0,101013025000000.0,Granite,8102.0,Quarrying of granite
2085,80189,GEE KAY TEXTILES LTD.,1.0,101011501000000.0,Cotton & blended yarn,13111.0,Preparation and spinning of cotton fiber including blended* cotton
2086,80221,NILA SPACES LTD.,1.0,101060209000000.0,Other construction & allied activities,41001.0,Construction of buildings carried out on own-account basis or on a fee or contract basis
2087,80241,GEEFCEE FINANCE LTD.,2.0,102040000000000.0,Other fund based financial services,64300.0,"Trusts, funds and other financial vehicles"
2088,80248,GEEKAY EXIM (INDIA) LTD.,1.0,101040401000000.0,Wholesale trading,46909.0,Other non-specialised wholesale trade n.e.c.
2089,80249,SIGRUN HOLDINGS LTD.,2.0,102200000000000.0,Diversified financial services,64910.0,Financial leasing
2090,80259,GEEKAY WIRES LTD.,1.0,101013501500000.0,Other ferrous metal products,24108.0,Manufacture of wire of steel by cold drawing or stretching
2091,80442,GEM CABLES & CONDUCTORS LTD.,1.0,101014005010000.0,Wires & cables,27320.0,"Manufacture of other electronic and electric wires and cables (insulated wire and cable made of steel, copper, aluminium)"
2092,80483,GEM REFINERIES LTD.,1.0,101011101200000.0,Vegetable oils & products,10402.0,Manufacture of vegetable oils and fats excluding corn oil
2093,80487,GEM SPINNERS INDIA LTD.,1.0,101040401000000.0,Wholesale trading,46411.0,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
2094,80511,GEMINI AGRITECH LTD.,1.0,101011110000000.0,Floriculture,1191.0,Growing of rose
2095,80522,GEMINI COMMUNICATION LTD.,1.0,101040601000000.0,Telecommunication services,61.0,Telecommunications
2096,80629,GEMSTONE INVESTMENTS LTD.,2.0,102040000000000.0,Other fund based financial services,64990.0,"Other financial service activities, except insurance and pension funding activities, n.e.c."
2097,80654,GENELEC LTD.,1.0,101040401000000.0,Wholesale trading,46593.0,"Wholesale of electrical machinery, equipment and supplies, n.e.c."
2098,80728,GENERAL INSURANCE CORPN. OF INDIA,1.0,102040000000000.0,Other fund based financial services,65110.0,Life insurance
2099,80806,GENESIS DEVELOPERS & HOLDINGS LTD.,2.0,102040000000000.0,Other fund based financial services,64300.0,"Trusts, funds and other financial vehicles"
2100,80856,GENESYS INTERNATIONAL CORPN. LTD.,1.0,101040801000000.0,Computer software,62013.0,Providing software support and maintenance to the clients
2101,80858,NIHAR INFO GLOBAL LTD.,1.0,101040801000000.0,Computer software,62013.0,Providing software support and maintenance to the clients
2102,80925,GENOMICS BIOTECH LTD.,1.0,101011101200000.0,Vegetable oils & products,10802.0,Manufacture of poultry feed
2103,80964,GENUINE COMMODITIES DEVP. CO. LTD.,1.0,101011101010000.0,Dairy products,10505.0,"Manufacture of ice-cream, kulfi etc."
2104,80993,GENUS COMMU-TRADE LTD.,2.0,102040000000000.0,Other fund based financial services,64300.0,"Trusts, funds and other financial vehicles"
2105,80995,GENUS POWER INFRASTRUCTURES LTD.,1.0,101015090000000.0,Miscellaneous manufactured articles,26513.0,"Manufacture of consumption meters for electricity, water or gas, flow meters and counting meters"
2106,81023,GEODESIC LTD.,1.0,101040801000000.0,Computer software,62013.0,Providing software support and maintenance to the clients
2107,81038,GEOJIT FINANCIAL SERVICES LTD.,2.0,102050100000000.0,Securities broking,66120.0,Security and commodity contracts brokerage
2108,81041,GEOLOGGING INDUSTRIES LTD.,1.0,101041510000000.0,Business services & consultancy,71100.0,Architectural and engineering activities and related technical consultancy
2109,81054,GEOMETRIC LTD. [MERGED],1.0,101040801000000.0,Computer software,62013.0,Providing software support and maintenance to the clients
2110,81101,WILLIAMSON TEA ASSAM LTD. [MERGED],1.0,101011101050000.0,Tea,10791.0,Processing and blending of tea including Manufacture of instant tea
2111,81156,GERMAN GARDENS LTD.,1.0,101011110000000.0,Floriculture,1191.0,Growing of rose
2112,81163,GERMAN REMEDIES LTD. [MERGED],1.0,101012030000000.0,Drugs & pharmaceuticals,21002.0,Manufacture of allopathic pharmaceutical preparations
2113,81173,MAHINDRA LIFESPACE DEVELOPERS LTD.,1.0,101060102000000.0,Commercial complexes,41001.0,Construction of buildings carried out on own-account basis or on a fee or contract basis
2114,81185,GESTETNER (INDIA) LTD. [MERGED],1.0,101040401000000.0,Wholesale trading,46102.0,"Activities of commission agents dealing in wholesale trade inwood, paper, skin, leather and fur, fuel, petroleum products, chemicals, perfumery and cosmetics, glass, minerals, ores and metals"
2115,81290,GHANSHYAM STEEL WORKS LTD.,1.0,101013501500000.0,Other ferrous metal products,25122.0,"Manufacture of metal reservoirs, tanks and similar containers"
2116,81298,GHAR FINANCE & LEASING CO. LTD.,2.0,102200000000000.0,Diversified financial services,64910.0,Financial leasing
2117,81498,MIVEN MACHINE TOOLS LTD.,1.0,101014001150000.0,Machine tools,28221.0,"Manufacture of machine tools for turning, drilling, milling, shaping, planning, boring, grinding etc."
2118,81531,GILADA FINANCE & INVSTS. LTD.,2.0,102040000000000.0,Other fund based financial services,64990.0,"Other financial service activities, except insurance and pension funding activities, n.e.c."
2119,81568,GILLANDERS ARBUTHNOT & CO. LTD.,1.0,101011510000000.0,Man-made filaments & fibres,2030.0,Manufacture of man-made fibres
2120,81580,GILLETTE INDIA LTD.,1.0,101012590000000.0,Other consumer goods,25931.0,"Manufacture of cutlery such as knives, forks, spoons, cleavers, choppers, razors, razor blades, scissors, hair clippers etc."
2121,81596,GILT PACK LTD.,1.0,101012045100000.0,Plastic packaging goods,22203.0,"Manufacture of plastic articles for the packing of goods (plastic bags, sacks, containers, boxes, cases, carboys, bottles etc.)"
2122,81630,GINI SILK MILLS LTD.,1.0,101011515000000.0,Textile processing,13131.0,Finishing of cotton and blended cotton textiles.
2123,81643,GINNI FILAMENTS LTD.,1.0,101011501000000.0,Cotton & blended yarn,13111.0,Preparation and spinning of cotton fiber including blended* cotton
2124,81718,GIRDHARILAL SUGAR & ALLIED INDS. LTD.,1.0,101011101010000.0,Dairy products,1412.0,Production of milk from cows or buffaloes
2125,81833,GIRIRAJ PRINT PLAST LTD.,1.0,101012040000000.0,Polymers,20131.0,"Manufacture of plastic in primary forms (includes amino-resins, polyurethanes etc.)"
2126,81874,"GIRISH HOTELS, RESORTS & HEALTH FARM LTD.",1.0,101040101000000.0,Hotels & restaurants,55101.0,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats"
2127,81907,GIRISH TRAVELS & COURIERS LTD.,1.0,101040509000000.0,Transport logistics services,52219.0,Other land transport services n.e.c
2128,81944,GIRNAR FIBRES LTD.,1.0,101011501000000.0,Cotton & blended yarn,13111.0,Preparation and spinning of cotton fiber including blended* cotton
2129,82000,GITANJALI GEMS LTD.,1.0,101040405000000.0,Retail trading,47733.0,Retail sale of jewellery and immitation jewellery
2130,82103,GLANCE FINANCE LTD.,2.0,102040000000000.0,Other fund based financial services,64300.0,"Trusts, funds and other financial vehicles"
2131,82150,GLAXOSMITHKLINE PHARMACEUTICALS LTD.,1.0,101012030000000.0,Drugs & pharmaceuticals,21002.0,Manufacture of allopathic pharmaceutical preparations
2132,82174,GLEITLAGER (INDIA) LTD.,1.0,101014001010000.0,General purpose machinery,28140.0,"Manufacture of bearings, gears, gearing and driving elements"
2133,82197,GLENMARK PHARMACEUTICALS LTD.,1.0,101012030000000.0,Drugs & pharmaceuticals,21002.0,Manufacture of allopathic pharmaceutical preparations
2134,82235,GLITTEK GRANITES LTD.,1.0,101013025000000.0,Granite,8102.0,Quarrying of granite
2135,82268,GLOBAL ARYA INDS. LTD.,1.0,101014001150000.0,Machine tools,28221.0,"Manufacture of machine tools for turning, drilling, milling, shaping, planning, boring, grinding etc."
2136,82276,METROGLOBAL LTD.,1.0,101040401000000.0,Wholesale trading,46691.0,"Wholesale of industrial chemicals,"
2137,82285,GLOBAL CAPITAL MARKET LTD.,2.0,102040000000000.0,Other fund based financial services,64990.0,"Other financial service activities, except insurance and pension funding activities, n.e.c."
2138,82320,GLOBAL E-SOLUTIONS LTD.,1.0,101040801000000.0,Computer software,62013.0,Providing software support and maintenance to the clients
2139,82340,GLOBAL EXHIBITIONS LTD.,1.0,101043500000000.0,Diversified non-financial services,46909.0,Other non-specialised wholesale trade n.e.c.
2140,82346,GLOBAL FILMS & BROADCASTING LTD.,1.0,101040401000000.0,Wholesale trading,46909.0,Other non-specialised wholesale trade n.e.c.
2141,82348,GLOBAL FINANCE & SECURITIES LTD.,2.0,102040000000000.0,Other fund based financial services,64990.0,"Other financial service activities, except insurance and pension funding activities, n.e.c."
2142,82349,GLOBAL FINANCE CORPN. LTD.,2.0,102200000000000.0,Diversified financial services,64910.0,Financial leasing
2143,82357,GLOBAL FOODS LTD.,1.0,101011101702500.0,Poultry & meat products,10108.0,Production and processing of animal offal
2144,82381,GLOBAL INDUSTRIES LTD.,1.0,101011110000000.0,Floriculture,1193.0,"Growing of other flowers, including production of cut flowers, flower buds and flower seeds"
2145,82393,GLOBAL INFRASTRUCTURE & TECHNOLOGIES LTD.,1.0,101060101000000.0,Housing construction,41001.0,Construction of buildings carried out on own-account basis or on a fee or contract basis
2146,82408,GLOBAL KNITFAB LTD.,1.0,101011505000000.0,Cloth,13911.0,Manufacture of knitted and crocheted cotton fabrics
2147,82472,GLOBAL SECURITIES LTD.,2.0,102040000000000.0,Other fund based financial services,64300.0,"Trusts, funds and other financial vehicles"
2148,82494,GLOBAL SYNTEX (BHILWARA) LTD.,1.0,101011505000000.0,Cloth,13121.0,"Weaving, Manufacture of cotton and cotton mixture fabrics."
2149,82505,GLOBAL TRUST BANK LTD. [MERGED],3.0,102010000000000.0,Banking services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
2150,82525,GLOBE ACTIVE TECHNOLOGIES LTD.,1.0,101014502059000.0,Other automobile ancillaries,29304.0,"Manufacture of motor vehicle electrical equipment, such as generators, alternators, spark plugs, ignition wiring harnesses, power window and door systems, assembly of purchased gauges into instrument panels, voltage regulators, etc."
2151,82532,GLOBE COMMERCIALS LTD.,2.0,102040000000000.0,Other fund based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
2152,82549,CONFIDENCE FUTURISTIC ENERGETECH LTD.,1.0,101041505000000.0,Storage & distribution,52109.0,"Storage and warehousing n.e.c.[Includes general merchandise warehouses and warehousing of furniture, automobiles, gas and oil, chemicals, textiles etc. Also included is storage of goods in foreign trade zones]"
2153,82565,GLOBE STOCKS & SECURITIES LTD.,2.0,102040000000000.0,Other fund based financial services,64300.0,"Trusts, funds and other financial vehicles"
2154,82624,GLORIA CHEMICAL INDS. LTD.,1.0,101040401000000.0,Wholesale trading,46411.0,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
