,co_code,company_name,co_industry_type,co_industry_gp_code,co_industry_name,nic_prod_code,nic_name
188,9503,AKASH HOUSING LTD. [MERGED],1.0,101060101000000.0,Housing construction,41001.0,Construction of buildings carried out on own-account basis or on a fee or contract basis
189,9505,AKASH INFRA-PROJECTS LTD.,1.0,101060203000000.0,Infrastructural construction,42909.0,Other civil engineering projects n.e.c.
190,9553,AKASHDEEP METAL INDS. LTD.,2.0,102040000000000.0,Other fund based financial services,64990.0,"Other financial service activities, except insurance and pension funding activities, n.e.c."
191,9632,AKHIL CERAMICS LTD.,1.0,101013015000000.0,Ceramic products,23939.0,Manufacture of ceramic products n.e.c.
192,9681,CORE EDUCATION & TECHNOLOGIES LTD.,1.0,101040801000000.0,Computer software,62013.0,Providing software support and maintenance to the clients
193,9780,HUBTOWN LTD.,1.0,101060209000000.0,Other construction & allied activities,41001.0,Construction of buildings carried out on own-account basis or on a fee or contract basis
194,9793,AKSH OPTIFIBRE LTD.,1.0,101014005010000.0,Wires & cables,27310.0,Manufacture of fibre optic cables for data transmission or live transmission of images
195,10055,AL-AMANAT FINANCE & CAPITAL SERVICES LTD.,2.0,102200000000000.0,Diversified financial services,64910.0,Financial leasing
196,10131,ALACRITY ELECTRONICS LTD.,1.0,101014050000000.0,Diversified machinery,28199.0,"Manufacture of other general purpose machinery n.e.c. ( fans intended for industrial applications, exhaust hoods for commercial, laboratory or industrial use; calendering or other rolling machines other than for metals or glass; gaskets and similar joints made of a combination of materials or layers of the same material and other general purpose machinery including Manufacture of parts and accessories for general purpose machinery and equipment.)"
197,10133,ALACRITY HOUSING LTD.,1.0,101060101000000.0,Housing construction,41001.0,Construction of buildings carried out on own-account basis or on a fee or contract basis
198,10135,ALACRITY SECURITIES LTD.,2.0,102200000000000.0,Diversified financial services,64910.0,Financial leasing
199,10158,SAI JEEVADHARA FINANCE LTD.,2.0,102200000000000.0,Diversified financial services,64910.0,Financial leasing
200,10220,ALAN SCOTT INDS. LTD.,1.0,101011520000000.0,Readymade garments,14101.0,Manufacture of all types of textile garments and clothing accessories
201,10229,ALANG INDUSTRIAL GASES LTD.,1.0,101040401000000.0,Wholesale trading,46909.0,Other non-specialised wholesale trade n.e.c.
202,10231,ALANG MARINE LTD.,1.0,101040401000000.0,Wholesale trading,46620.0,Wholesale of metals and metal ores
203,10376,ALBERT DAVID LTD.,1.0,101012030000000.0,Drugs & pharmaceuticals,21002.0,Manufacture of allopathic pharmaceutical preparations
204,10397,RHODIA SPECIALTY CHEMICALS INDIA PVT. LTD.,1.0,101012501000000.0,"Cosmetics, toiletries, soaps & detergents",20233.0,Manufacture of detergent and similar washing agents excluding soap
205,10447,ALCHEMIE ORGANICS LTD. [MERGED],1.0,101012020000000.0,Pesticides,2021.0,Manufacture of pesticides and other agrochemical products
206,10489,ALCOBEX METALS LTD.,1.0,101013505050000.0,Copper & copper products,24201.0,"Manufacture of Copper from ore, and other copper products and alloys"
207,10564,SHRENO LTD.,1.0,101060209000000.0,Other construction & allied activities,41001.0,Construction of buildings carried out on own-account basis or on a fee or contract basis
208,10566,ALEMBIC LTD.,1.0,110000000000000.0,Diversified,34.0,Diversified
209,10586,ALERT PETROGAS LTD.,1.0,101041505000000.0,Storage & distribution,52109.0,"Storage and warehousing n.e.c.[Includes general merchandise warehouses and warehousing of furniture, automobiles, gas and oil, chemicals, textiles etc. Also included is storage of goods in foreign trade zones]"
210,10626,ALEXCON EXTRUSIONS LTD.,1.0,101013505010000.0,Aluminium & aluminium products,24202.0,Manufacture of Aluminium from alumina and by other methods and products of aluminium and alloys
211,10627,ALEXCON FOAMCAST LTD.,1.0,101013501150000.0,Castings & forgings,24319.0,Manufacture of other iron and steel casting and products thereof
212,10664,ALFA EXPORT TECHNOLOGIES INDIA LTD.,1.0,101012040000000.0,Polymers,20131.0,"Manufacture of plastic in primary forms (includes amino-resins, polyurethanes etc.)"
213,10674,ALFA ICA (INDIA) LTD.,1.0,101012045010000.0,"Plastic tubes, pipes, fittings & sheets",22201.0,"Manufacture of semi-finished of plastic products (plastic plates, sheets, blocks, film, foil, strip etc.)"
214,10678,ALFA LAVAL INDIA PVT. LTD.,1.0,101014001050000.0,Industrial machinery,2825.0,"Manufacture of machinery for food, beverage and tobacco processing"
215,10714,ALFA TRANSFORMERS LTD.,1.0,101014005050000.0,"Generators, transformers & switchgears",27102.0,"Manufacture of electric power distribution transformers, arc-welding transformers, fluorescent ballasts, transmission and distribution voltage regulators"
216,10735,ALFAVISION OVERSEAS (INDIA) LTD.,1.0,101040401000000.0,Wholesale trading,46411.0,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
217,10752,ALFRED HERBERT (INDIA) LTD.,2.0,102040000000000.0,Other fund based financial services,64300.0,"Trusts, funds and other financial vehicles"
218,10853,ALKA DIAMOND INDS. LTD.,1.0,101040401000000.0,Wholesale trading,46498.0,Wholesale of precious metals and jewellery
219,10866,ALKA SECURITIES LTD.,2.0,102040000000000.0,Other fund based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
220,10867,ALKA INDIA LTD.,1.0,101011501000000.0,Cotton & blended yarn,13111.0,Preparation and spinning of cotton fiber including blended* cotton
221,10872,ALKALI METALS LTD.,1.0,101012001000000.0,Inorganic chemicals,20116.0,Manufacture of basic chemical elements
222,10884,ALKEM LABORATORIES LTD.,1.0,101012030000000.0,Drugs & pharmaceuticals,21002.0,Manufacture of allopathic pharmaceutical preparations
223,10903,ALKYL AMINES CHEMICALS LTD.,1.0,101012035000000.0,Organic chemicals,20119.0,Manufacture of organic and inorganic chemical compounds n.e.c.
224,10977,ALL METAL PROCESS INDS. LTD.,1.0,101013501500000.0,Other ferrous metal products,25999.0,Manufacture of other fabricated metal products n.e.c.
225,10988,ALL SEASONS FOODS LTD.,1.0,101040401000000.0,Wholesale trading,46497.0,Wholesale of pharmaceutical and medical goods
226,11019,ALLAHABAD BANK,3.0,102010000000000.0,Banking services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
227,11063,ALLCARGO LOGISTICS LTD.,1.0,101040509000000.0,Transport logistics services,522.0,Support activities for transportation
228,11137,ALLIANCE CAPITAL & FINANCIAL SERVICES LTD.,2.0,102031500000000.0,Other asset financing services,64920.0,Other credit granting
229,11156,ALLIANCE CREDIT & INVESTMENTS LTD. [MERGED],2.0,102040000000000.0,Other fund based financial services,64990.0,"Other financial service activities, except insurance and pension funding activities, n.e.c."
230,11173,ALLIANCE FUNDS MGMT. LTD.,2.0,102040000000000.0,Other fund based financial services,64300.0,"Trusts, funds and other financial vehicles"
231,11259,AVONMORE CAPITAL & MGMT. SERVICES LTD.,2.0,102040000000000.0,Other fund based financial services,64990.0,"Other financial service activities, except insurance and pension funding activities, n.e.c."
232,11262,ALMONDZ GLOBAL SECURITIES LTD.,2.0,102059000000000.0,Other fee based financial services,66190.0,Activities auxiliary to financial service activities n.e.c.
233,11284,RAP MEDIA LTD.,1.0,101041510000000.0,Business services & consultancy,77.0,Rental and leasing activities
234,11303,ALLIED DIGITAL SERVICES LTD.,1.0,101040801000000.0,Computer software,62013.0,Providing software support and maintenance to the clients
235,11366,ALLIED RESINS & CHEMICALS LTD. [MERGED],1.0,101012040000000.0,Polymers,20131.0,"Manufacture of plastic in primary forms (includes amino-resins, polyurethanes etc.)"
236,11443,ALLSEC TECHNOLOGIES LTD.,1.0,101040802000000.0,ITES,63999.0,Other information service activities n.e.c.
237,11445,ALLSOFT CORPORATION LTD.,1.0,101060209000000.0,Other construction & allied activities,42909.0,Other civil engineering projects n.e.c.
238,11554,ALNA TRADING & EXPORTS LTD.,1.0,101040401000000.0,Wholesale trading,46306.0,"Wholesale of tea, coffee & cocoa"
239,11599,ALOK INDUSTRIES LTD.,1.0,101011525000000.0,Diversified cotton textile,13131.0,Finishing of cotton and blended cotton textiles.
240,11654,ALORA TRADING CO. LTD.,1.0,101040401000000.0,Wholesale trading,46909.0,Other non-specialised wholesale trade n.e.c.
241,11659,AL AMEEN INTL. LTD.,1.0,101060209000000.0,Other construction & allied activities,42909.0,Other civil engineering projects n.e.c.
242,11664,ALPA LABORATORIES LTD.,1.0,101012030000000.0,Drugs & pharmaceuticals,2100.0,"Manufacture of pharmaceuticals, medicinal chemical and botanical products"
243,11736,ALPHA DRUG INDIA LTD. [MERGED],1.0,101012030000000.0,Drugs & pharmaceuticals,2100.0,"Manufacture of pharmaceuticals, medicinal chemical and botanical products"
244,11760,ALPHA GRAPHIC INDIA LTD.,2.0,102040000000000.0,Other fund based financial services,64300.0,"Trusts, funds and other financial vehicles"
245,11764,ALPHA HI-TECH FUEL LTD.,1.0,101012090000000.0,Other chemical products,20299.0,"Manufacture  of  various  other  chemical  products  n.e.c.(antiknock preparations, anti-freeze preparations, liquids for hydraulic transmission, composite diagnostic or laboratory reagents, writing or drawing ink, chemical substance used in manufacturing of pesticides and other chemical products)"
246,11853,ALPHAGEO (INDIA) LTD.,1.0,101060201000000.0,Industrial construction,43122.0,"Site preparation including drilling, boring and core sampling for construction, geophysical, geological or similar purposes"
247,11871,ALPIC FINANCE LTD.,2.0,102031500000000.0,Other asset financing services,64920.0,Other credit granting
248,11885,ALPINE CAPITAL SERVICES LTD.,2.0,102040000000000.0,Other fund based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
249,11905,ALPINE HOUSING DEVP. CORPN. LTD.,1.0,101060101000000.0,Housing construction,41001.0,Construction of buildings carried out on own-account basis or on a fee or contract basis
250,11907,ALPINE INDUSTRIES LTD.,1.0,101011101200000.0,Vegetable oils & products,10406.0,"Manufacture  of  oil  cakes  &  meals  incl.  residual  products,  e.g. Oleostearin,Palmstearin"
251,11955,ALPS INDUSTRIES LTD.,1.0,101011501000000.0,Cotton & blended yarn,13111.0,Preparation and spinning of cotton fiber including blended* cotton
252,11956,ALPS B P O SERVICES LTD.,1.0,101043500000000.0,Diversified non-financial services,46909.0,Other non-specialised wholesale trade n.e.c.
253,11960,ALPS LABORATORIES LTD.,1.0,101040401000000.0,Wholesale trading,46497.0,Wholesale of pharmaceutical and medical goods
254,11961,ALPS MOTOR FINANCE LTD.,2.0,102040000000000.0,Other fund based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
255,11986,ALSA CONSTRUCTION & HOUSING LTD.,1.0,101060101000000.0,Housing construction,41001.0,Construction of buildings carried out on own-account basis or on a fee or contract basis
256,11990,ALSA MARINE & HARVESTS LTD.,1.0,101011101702000.0,Marine foods,10204.0,Processing and preserving of fish crustacean and similar foods
257,12007,G E T & D INDIA LTD.,1.0,101060201000000.0,Industrial construction,42209.0,Construction of utility projects n.e.c.
258,12011,G E POWER INDIA LTD.,1.0,101060201000000.0,Industrial construction,42209.0,Construction of utility projects n.e.c.
259,12094,ALTOS INDIA LTD.,1.0,101014010010000.0,"Computers, peripherals & storage devices",26201.0,"Manufacture of desktop computers, laptop computers, hand-held computers (e.g. PDA), mainframe computers and computer servers"
260,12108,ALUFLUORIDE LTD.,1.0,101012001000000.0,Inorganic chemicals,20119.0,Manufacture of organic and inorganic chemical compounds n.e.c.
261,12131,ALUMINIUM INDUSTRIES LTD.,1.0,101014005050000.0,"Generators, transformers & switchgears",27104.0,"Manufacture of electricity distribution and control apparatus (electrical apparatus for switching or protecting electrical circuits (e.g. swicthes, fuses, voltage limiters, surge suppressors, junction boxes etc.) for a voltage exceeding 1000 volts; similar apparatus (including relays, sockets etc.) for a voltage not exceeding 1000 volts; boards, panels, consoles, cabinets and other bases equipped with two or more of the above apparatus for electricity control or distribution of electricity including power capacitors.)"
262,12244,AMAJIN AGRO EXPORTS LTD.,1.0,101011150000000.0,Other agricultural products,1140.0,Growing of sugar cane
263,12258,AMAL LTD.,1.0,101012001000000.0,Inorganic chemicals,20112.0,Manufacture of inorganic acids except nitric acid
264,12281,AMALGAMATED ELECTRICITY CO. LTD.,2.0,102040000000000.0,Other fund based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
265,12379,AMANI TRADING & EXPORTS LTD.,1.0,101040401000000.0,Wholesale trading,46411.0,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
266,12391,AMAR ALCOHOLI LTD.,1.0,101011101300000.0,Beer & alcohol,1101.0,"Distilling, rectifying and blending of spirits; ethyl alcohol production from fermented materials"
267,12419,AMAR DYE-CHEM LTD.,1.0,101012025000000.0,Dyes & pigments,20114.0,Manufacture of dyes and pigments from any source in basic form or as concentrate
268,12474,AMAR POLYESTER LTD.,1.0,101011505000000.0,Cloth,13121.0,"Weaving, Manufacture of cotton and cotton mixture fabrics."
269,12482,AMAR REMEDIES LTD.,1.0,101012501000000.0,"Cosmetics, toiletries, soaps & detergents",20235.0,"Manufacture of preparations for oral or dental hygiene (includes manufacture of toothpastes, toothpowder, mouthwash, oral, perfumes, dental fixative pastes and powders etc.)"
270,12506,AMAR VANIJYA LTD.,2.0,102040000000000.0,Other fund based financial services,64990.0,"Other financial service activities, except insurance and pension funding activities, n.e.c."
271,12517,AMARA RAJA BATTERIES LTD.,1.0,101014502051500.0,Storage batteries,27201.0,"Manufacture of primary cells and primary batteries nd rechargable batteries, cells containing manganese oxide, mercuric oxide silver oxide or other material"
272,12577,AMARJOTHI SPINNING MILLS LTD.,1.0,101011501000000.0,Cotton & blended yarn,13111.0,Preparation and spinning of cotton fiber including blended* cotton
273,12616,AMARNATH SECURITIES LTD.,2.0,102040000000000.0,Other fund based financial services,64300.0,"Trusts, funds and other financial vehicles"
274,12627,AMARSHIV OPTICAL LTD.,1.0,101015003000000.0,Glass & glassware,23109.0,"Manufacture of other glassware/glass products: articles of glass used in construction such as glass blocks; clock or watch glasses, optical glass and optical glass elements not optically worked; and other glass products (including glass beads) n.e.c."
275,12709,AMBA ENTERPRISES LTD.,1.0,101014001150000.0,Machine tools,28229.0,Manufacture of metal-forming machinery and machine tools n.e.c
276,12761,SCAN PROJECTS LTD.,1.0,101060201000000.0,Industrial construction,42209.0,Construction of utility projects n.e.c.
